,quantity,month,city,평균기온(°C),일강수량(mm),일 최심신적설(cm),최대 순간 풍속(m/s),최저 해면기압(hPa),,합계 일조 시간(hr)
2345,22618500,6,청주,25.3,0,0,6.8,1002.2,,10.8
2346,21929650,6,청주,24.1,0,0,5.2,1001.9,,1.3
2347,22123100,6,청주,25.5,0,0,6.5,1003.1,,8.7
2348,20914500,6,청주,24.9,1.5,0,5.5,1006.1,,9.7
2349,20029750,6,청주,20.3,13.5,0,5.5,1008,,0
2350,28770750,6,청주,23.3,0,0,4.3,1007.4,,10
2351,25749850,6,청주,24.3,0,0,6.9,1006.9,,7.8
2352,22668100,6,청주,25.2,0,0,5.7,1008.1,,12.3
2353,21715350,6,청주,24.3,10.5,0,6.8,1005.8,,0.7
2354,20195150,6,청주,22,8.5,0,6.9,998.4,,0.6
2355,20666350,6,청주,20.7,45.5,0,8.3,993,,0.7
2356,24833500,6,청주,23.7,0,0,6.1,1002.1,,11.7
2357,29209700,6,청주,24.7,0,0,6.2,1007.7,,12.5
2358,25917000,6,청주,25.7,0,0,6.5,1003.2,,11.2
2359,22847600,6,청주,23.8,0,0,7.2,994.9,,3
2360,23870250,7,청주,23.4,0,0,8.1,993.3,,10.3
2361,22813350,7,청주,23.6,0,0,6.3,1000.2,,10.5
2362,24458350,7,청주,24,0,0,7.4,1003.4,,11.2
2363,27888750,7,청주,23.9,0,0,6.3,1007.3,,13.2
2364,32770700,7,청주,24.2,0,0,6.3,1007.9,,11.6
2365,30699000,7,청주,24.4,0.1,0,5.4,1008.8,,9.5
2366,23584050,7,청주,20.7,4.5,0,5.5,1009.5,,0
2367,25326700,7,청주,21,9,0,6,1009.4,,0.1
2368,24958600,7,청주,23.1,16,0,6.8,1012.9,,0.2
2369,24029050,7,청주,27.2,0,0,5,1010.6,,11.2
2370,29167050,7,청주,27.7,0.5,0,6.5,1006.6,,8.8
2371,31928600,7,청주,26,11.5,0,11.4,988.1,,0
2372,33529350,7,청주,24.1,1,0,11.6,988.3,,0.6
2373,30181400,7,청주,26.3,0,0,6.1,1001,,9
2374,29302500,7,청주,26.4,0,0,8.8,1003.7,,5.7
2375,27388750,7,청주,24,0,0,8.9,1004,,13.1
2376,26901550,7,청주,22.3,0,0,7.6,1004.3,,6.1
2377,29915750,7,청주,24.1,0,0,4.7,1006.6,,1.3
2378,36156600,7,청주,24.9,0.2,0,6,1008.7,,2.6
2379,32588200,7,청주,27.3,0,0,6.1,1006.7,,2.6
2380,29651200,7,청주,26.5,2,0,4.2,1004.8,,3.3
2381,31001650,7,청주,26.9,14,0,7.4,1004.2,,5.3
2382,28425450,7,청주,26,37.5,0,8.8,1005.7,,1.6
2383,27698200,7,청주,25.1,30,0,5.4,1003.6,,0.1
2384,34932250,7,청주,27.2,0.1,0,9.1,1004.8,,0
2385,36025250,7,청주,28.4,0,0,5.7,1005.8,,12.8
2386,34728100,7,청주,26.2,0,0,5,1007.1,,1.7
2387,31527450,7,청주,27.7,0,0,7,1006,,7.8
2388,30333100,7,청주,27,15,0,6,1005.6,,3.1
2389,32460900,7,청주,29.5,0,0,6.8,1006.1,,8.6
2390,35823850,7,청주,29.1,0,0,6.1,1007.3,,10.9
2391,31529700,8,청주,29.1,0,0,8.7,1008.1,,12.4
2392,34007600,8,청주,28.4,3.5,0,6,1008.4,,5.3
2393,34407850,8,청주,28.9,0,0,7.3,1007.1,,12.3
2394,33179150,8,청주,28.6,0,0,7.8,1005.1,,12.3
2395,33076000,8,청주,28.9,0,0,6.6,1006.7,,11.5
2396,32947000,8,청주,29.9,0,0,9,1009.7,,11.1
2397,31968850,8,청주,30.3,0,0,8.4,1012.8,,11.5
2398,32666100,8,청주,27.2,10,0,10.3,1010.7,,8.2
2399,35664400,8,청주,26.8,0,0,5.5,1009.2,,7.3
2400,35226700,8,청주,25.9,0,0,4.6,1008.1,,1.1
2401,31814800,8,청주,25.7,0,0,4,1005.9,,0
2402,32698600,8,청주,26.2,0,0,6.3,1002.1,,8.5
2403,31204250,8,청주,26.4,0,0,6,1002.9,,8.7
2404,31673700,8,청주,26.6,0,0,5.1,1004,,9.4
2405,32593300,8,청주,27.3,0,0,5.3,1006.2,,9.5
2406,35913850,8,청주,25.7,0,0,8.1,1004.7,,1.3
2407,33437200,8,청주,26.3,0,0,6.7,1006,,11.6
2408,31059450,8,청주,27.8,0,0,5.1,1010.2,,9.2
2409,30047500,8,청주,26.5,0,0,6.6,1010.8,,1.4
2410,28616550,8,청주,25.2,0.5,0,5.5,1007.6,,0.8
2411,27984800,8,청주,24.8,3.5,0,6.2,1002.5,,4.7
2412,29974950,8,청주,25,1.5,0,5.2,1004.3,,2.6
2413,37491200,8,청주,25.8,0,0,4.3,1005.5,,8.2
2414,33192650,8,청주,26.8,0,0,7.8,1004.5,,4.9
2415,22227250,8,청주,20.8,35,0,7.4,998.5,,0
2416,32420600,8,청주,22.9,0,0,6.9,1002.5,,11.1
2417,27989250,8,청주,23.6,0.1,0,6.1,1006,,6.9
2418,27437000,8,청주,23.1,0.2,0,7.5,1006.7,,5.8
2419,29729850,8,청주,24.3,0,0,5.2,1006.5,,9.5
2420,35815050,8,청주,24.8,0,0,4.8,1008.4,,11.5
2421,32807400,8,청주,25.8,0,0,8,1009.5,,10.2
2422,28534300,9,청주,25.2,0,0,5.2,1008.3,,3.9
2423,26842500,9,청주,23.9,1.5,0,5.8,1010.6,,3.9
2424,29529350,9,청주,23.7,0.1,0,8.6,1009,,7.7
2425,27662100,9,청주,25,0,0,4.7,1009.8,,8.2
2426,28402000,9,청주,22.2,3,0,5.6,1006.2,,0.7
2427,35400950,9,청주,21.5,0,0,8.2,1004.4,,1.9
2428,32647750,9,청주,21.8,0,0,6.8,1010.3,,11.9
2429,27472050,9,청주,21.2,0,0,9.1,1013.6,,11.9
2430,27183350,9,청주,21.1,0,0,8.9,1013,,12.1
2431,26841200,9,청주,21.5,0,0,5.6,1011.3,,11.9
2432,24667050,9,청주,20.6,10,0,5.9,1008.7,,6.5
2433,28804150,9,청주,18,5,0,6.3,1008.5,,2
2434,35064650,9,청주,18.9,0.5,0,7.2,1013.1,,11.9
2435,31913900,9,청주,20.1,0,0,5.5,1019.6,,10.3
2436,27583400,9,청주,20.6,0,0,9.2,1018.2,,11.9
2437,27102458,9,청주,19.9,0,0,6.4,1015,,6.4
2438,27054400,9,청주,20.6,0,0,6.9,1014.5,,8.3
2439,27498450,9,청주,21,0,0,6.2,1014,,10.6
2440,29674250,9,청주,21.3,0,0,6.7,1010.9,,10.7
2441,36624050,9,청주,21.2,0,0,4.4,1010.1,,9.9
2442,33286600,9,청주,21.6,0,0,5.4,1012.5,,10.5
2443,30200900,9,청주,22.8,0,0,7.1,1012.8,,11
2444,30089700,9,청주,20.4,0,0,6.1,1008.4,,0.1
2445,31930050,9,청주,21.4,0,0,5.4,1005.5,,3.6
2446,40905700,9,청주,22.2,0,0,4.6,1005.6,,7.2
2451,34767200,9,청주,20.7,0,0,9.2,1015,,3.2
2452,25780700,10,청주,17.6,42,0,11,993.9,,0
2453,32169950,10,청주,15.8,0,0,8.2,1011.8,,11.1
2454,31394900,10,청주,18.5,0,0,7.6,1016.2,,9.9
2455,36256950,10,청주,16.3,0,0,5.7,1023.8,,7.5
2456,33546300,10,청주,17.8,0,0,4.3,1020.5,,10.8
2457,29252950,10,청주,17.7,0,0,6.2,1018.6,,10.8
2458,28254500,10,청주,18.6,0,0,3.7,1014.8,,7.9
2459,27394450,10,청주,18.8,0,0,5.5,1009.9,,9.9
2460,28746000,10,청주,16.2,0,0,8.7,1009.9,,10.3
2461,27368850,10,청주,12.6,14.5,0,8.9,1007.7,,5.8
2462,35218200,10,청주,10.9,8,0,8,1010.4,,4.2
2463,33406050,10,청주,13.4,0.5,0,9,1015.1,,8.9
2464,27881200,10,청주,14.5,0,0,6.5,1018.8,,10.7
2465,28184000,10,청주,16.5,0,0,4.7,1018.7,,9.9
2466,27413650,10,청주,16.2,0,0,3.6,1017.8,,9.1
2467,26185600,10,청주,16.5,0,0,4,1017.8,,5.3
2468,28456900,10,청주,16.8,0,0,4,1018.4,,8.4
2469,33687450,10,청주,16.4,0,0,4,1018.2,,9.9
2470,32955950,10,청주,17.7,0,0,4.2,1014.6,,9.1
2471,28011150,10,청주,16.5,0,0,4.5,1015.3,,5.7
2472,28058300,10,청주,17.2,0,0,4.9,1017.2,,7.4
2473,27572350,10,청주,17.5,0,0,6.2,1018.5,,7.9
2474,27675350,10,청주,17.1,0,0,5.7,1017.2,,5.6
2475,28743750,10,청주,15.9,0.5,0,6,1016.7,,4.6
2476,35035200,10,청주,15.7,0,0,6.2,1021.6,,10.1
2477,32905350,10,청주,16.4,0,0,7.5,1013.2,,7
2478,26350050,10,청주,13.1,25,0,9.7,1008.8,,3.8
2479,29029150,10,청주,12,0,0,7.3,1017.1,,9.9
2480,26983600,10,청주,10.6,0,0,6.8,1020.6,,9.2
2481,24975500,10,청주,7.1,0,0,9.3,1024.3,,9.8
2482,27464800,10,청주,6.2,0,0,8,1028.2,,9.8
2483,34298450,11,청주,5.4,0,0,3.4,1023.6,,1.3
2484,34320300,11,청주,10.3,0,0,6.4,1021.2,,8.8
2485,29827650,11,청주,11.3,0,0,4.2,1025.5,,9.2
2486,29122600,11,청주,11.1,0,0,2.9,1026.1,,9.5
2487,29121200,11,청주,13,0,0,4.8,1023.1,,7.7
2488,29336950,11,청주,13.8,0.5,0,8.8,1023,,6.7
2489,29049000,11,청주,12.5,17.5,0,4.7,1016.8,,0
2490,40827350,11,청주,12,17,0,6.4,1015,,0
2491,39544250,11,청주,12.5,1,0,5.2,1014.6,,0.7
2492,31805450,11,청주,11.2,0,0,4.4,1020.4,,2.9
2493,31028350,11,청주,11.9,0,0,3.5,1026.1,,5
2494,32162950,11,청주,13.2,0,0,7.2,1028,,6.7
2495,27659600,11,청주,11.9,25,0,8.1,1014.5,,0
2496,40284650,11,청주,12.9,3,0,4.4,1012.4,,0
2497,46973000,11,청주,14.1,0,0,4.5,1017.2,,2.3
2498,35170900,11,청주,12.4,12.5,0,3.4,1013.6,,1.1
2499,39505300,11,청주,13.8,1,0,4.6,1014.3,,1.9
2500,32679600,11,청주,12,3,0,7.7,1017.5,,0
2501,35824850,11,청주,9.8,0.5,0,5,1020.6,,0
2502,36918900,11,청주,10.7,0,0,4,1021.9,,1.4
2503,39731500,11,청주,9.6,0,0,3.9,1024.9,,1.4
2504,47127800,11,청주,11.7,1,0,4.1,1025.3,,4.4
2505,38373200,11,청주,9.4,9,0,6.1,1022.6,,0
2506,35101700,11,청주,7.1,1.5,0,6.7,1023,,0
2507,30031750,11,청주,4.8,10.5,0,8.9,1016.7,,0
2508,28070850,11,청주,-0.8,4.2,3.5,7,1014.4,,2.1
2509,30624250,11,청주,-1.1,0,0,5,1019.5,,1.2
2510,35363800,11,청주,2,0,0,4.8,1028.4,,1.1
2511,41292800,11,청주,4.2,0,0,5,1023.5,,0.1
2512,35901400,11,청주,6,0.3,0,5.7,1022.4,,5.9
2513,29787750,12,청주,3.8,0,0,4.2,1022.8,,8.9
2514,26822300,12,청주,6.1,7.5,0,7.9,1012.3,,0
2515,26252050,12,청주,0.3,8.8,7.5,10.6,1011,,3.2
2516,28186600,12,청주,0.7,0.7,0.6,3.8,1018.2,,2.5
2517,30877750,12,청주,5.1,0,0,6.2,1022.7,,1.5
2518,37425050,12,청주,1.9,0,0,3.9,1026.9,,5.2
2519,31857000,12,청주,1.8,0,0,4.3,1028.5,,6.5
2520,28311400,12,청주,3.6,0,0,3.4,1031.2,,8.7
2521,27176000,12,청주,4.6,0,0,4.2,1026.7,,6.6
2522,23618750,12,청주,7.3,8.7,0,5.2,1011.5,,0
2523,29168250,12,청주,7.1,0,0,7.8,1010.8,,3.1
2524,29193100,12,청주,5.9,0,0,4.3,1022.2,,8.4
2525,35887650,12,청주,7.3,0,0,4.1,1021.5,,5.7
2526,27712200,12,청주,5.6,9.2,0,4.5,1018.2,,0
2527,30199750,12,청주,6.2,0.7,0,8.5,1017.4,,3.1
2528,24822900,12,청주,0.1,2.6,2,7.2,1016.9,,2.7
2529,24126300,12,청주,-2.7,0,0,8.3,1022.5,,8.2
2530,24623650,12,청주,-1.2,0,0,3.3,1031.1,,2.4
2531,27579250,12,청주,0.7,0,0,4.2,1033.3,,8.4
2532,33048800,12,청주,0.8,0,0,4,1026.6,,0.3
2533,29455850,12,청주,3.1,0.6,0,8.6,1023.8,,1.9
2534,25929150,12,청주,2.8,0,0,4.9,1025,,3.8
2535,25699150,12,청주,5.2,0.2,0,3.6,1020.7,,0
2536,26473250,12,청주,3.1,0,0,7.6,1018.9,,3
2537,28424750,12,청주,0.9,0,0,6,1019.4,,8.8
2538,30453300,12,청주,3.2,0.1,0.1,7.3,1017.8,,7.4
2539,32247750,12,청주,-2.9,0,0,5.9,1024.7,,8.8
2540,29007300,12,청주,-3.3,0,0,8.2,1032.4,,7.9
2541,26485100,12,청주,-2.5,0,0,3.5,1031.9,,7.7
2542,26253700,12,청주,1,0.6,0,5.1,1026.5,,7.6
2543,30341600,12,청주,2,0,0,6.5,1026.8,,4.4
0,800,6,춘천,20.9,22.5,0,12.1,996.2,,0.3
1,4900,6,춘천,24.5,0.9,0,10,995.1,,1.8
2,65700,7,춘천,23.5,6.1,0,11.5,993.1,,9.3
3,144450,7,춘천,22.6,0,0,8.2,998.7,,8.4
4,122750,7,춘천,21.4,0,0,10.9,1003.7,,10.2
5,209850,7,춘천,23.1,0,0,6,1007.3,,9.5
6,276700,7,춘천,21.7,0.3,0,7,1009.5,,5.4
7,178600,7,춘천,24,0,0,5.2,1008.3,,11.8
8,203350,7,춘천,23.4,0,0,4.4,1009.1,,3.4
9,187750,7,춘천,21.7,11.7,0,6.9,1010.3,,0
10,165650,7,춘천,25.4,0,0,6.4,1013.1,,2.6
11,188800,7,춘천,27.4,0,0,4.4,1010.8,,8.4
12,246650,7,춘천,29.7,0,0,6.2,1005.7,,10
13,278450,7,춘천,25.3,26.7,0,4.8,989,,0
14,253150,7,춘천,23.8,4.5,0,12.1,987.8,,0
15,191400,7,춘천,26.9,0,0,7.9,998.7,,10.2
16,186200,7,춘천,25.9,0,0,8.5,1005.6,,11.4
17,201350,7,춘천,22.4,0,0,9.9,1008.1,,11.3
18,152550,7,춘천,21.1,0,0,8.7,1006.3,,3.3
19,199500,7,춘천,23.1,0.1,0,4.2,1008.1,,1.3
20,354750,7,춘천,23.7,7.7,0,5.1,1010.2,,2
21,218000,7,춘천,26,0,0,6.2,1008,,2.5
22,230500,7,춘천,26.1,0.1,0,4.7,1005.5,,1
23,180550,7,춘천,27.3,3.5,0,7.6,1003.6,,3.9
24,165700,7,춘천,27.3,45.5,0,7.9,1004.5,,4.6
25,209100,7,춘천,24.5,28.5,0,8.5,1003.5,,0
26,244200,7,춘천,24.8,58.6,0,7.3,1004.2,,0
27,409700,7,춘천,25.9,31.5,0,6.5,1006.7,,2.4
28,282500,7,춘천,26.8,0,0,6.3,1006,,6.7
29,274000,7,춘천,27.7,0,0,6.5,1005.7,,10
30,240250,7,춘천,25.6,8.8,0,3.9,1005.5,,0
31,315950,7,춘천,28.9,0,0,7.3,1005.2,,6.8
32,528000,7,춘천,28.2,0,0,11.2,1006.8,,6.5
33,59750,8,춘천,26.6,11,0,8.4,1008,,6.8
34,182100,8,춘천,26.5,16.5,0,6.9,1008.7,,4.8
35,122350,8,춘천,28.1,0,0,7.1,1006.7,,5.2
36,148750,8,춘천,27.6,0,0,7.3,1004.4,,5.4
41,194750,8,춘천,26.8,0,0,6,1009.1,,9.2
42,169100,8,춘천,26.8,0,0,6.4,1006.9,,8.2
43,146800,8,춘천,26.1,0.6,0,7.4,1005,,7.2
44,156000,8,춘천,26.1,0,0,8.4,1002.1,,9.1
45,187650,8,춘천,25.1,0,0,5.5,1002.7,,8.3
46,156750,8,춘천,25.6,0,0,4.5,1004.1,,5.3
47,151700,8,춘천,27.1,0,0,4.6,1006.4,,8
48,195400,8,춘천,24.7,7.1,0,11.5,1006.3,,1.7
49,165200,8,춘천,25.5,0,0,6.6,1006.9,,11
50,149050,8,춘천,26.5,0,0,6.2,1011,,10.6
51,205550,8,춘천,25.4,0,0,4.1,1011.3,,0.9
52,122900,8,춘천,24.6,0,0,9.6,1007.8,,2.8
53,120150,8,춘천,25.1,0.1,0,4.4,1002.2,,4.9
54,216000,8,춘천,24.8,0,0,4.7,1003.9,,5.1
55,196450,8,춘천,25.6,0,0,4.4,1005.6,,9.3
56,137800,8,춘천,25,0,0,9.1,1007.3,,5.4
57,149200,8,춘천,21.6,9.9,0,9.5,1001,,0
58,151700,8,춘천,22,0,0,8.3,1002.9,,5.7
59,130650,8,춘천,23.8,0,0,7.3,1004.7,,11.8
60,141500,8,춘천,22.1,0,0,5.3,1006.5,,8.3
61,156250,8,춘천,23.3,0,0,3.8,1006.6,,8.5
62,252950,8,춘천,23.9,0,0,4.4,1008.5,,8.6
63,148800,8,춘천,24.8,0,0,7,1010.2,,10.3
64,120250,9,춘천,24.1,0,0,8.7,1010.1,,1.9
65,93750,9,춘천,22.6,2.8,0,7.6,1010.1,,1.8
66,162650,9,춘천,23.5,0,0,4.9,1008.5,,6.4
67,122800,9,춘천,23.6,0,0,4.3,1010.1,,7.2
68,145150,9,춘천,21.6,0.3,0,7.7,1008.5,,0.2
69,213400,9,춘천,20.6,0,0,7.9,1006.9,,1.5
70,142450,9,춘천,20.2,0,0,6.1,1012,,10.6
71,107450,9,춘천,19.7,0,0,7,1015.3,,11.8
72,138950,9,춘천,19.6,0,0,8.4,1015.8,,11.8
73,113800,9,춘천,21.2,0,0,6,1010.8,,11.7
74,149450,9,춘천,20.2,1.7,0,6.2,1007.6,,0.6
75,122150,9,춘천,18.6,0,0,5.6,1008.1,,4.7
76,183550,9,춘천,18.1,0,0,8.6,1012.4,,11
77,147250,9,춘천,19.9,0,0,4.5,1019.9,,11.1
78,133850,9,춘천,20.2,0,0,8.1,1019,,11.1
79,132300,9,춘천,19,0,0,6.8,1016.1,,11
80,120600,9,춘천,18.7,0,0,8.7,1017.1,,9.7
81,131450,9,춘천,19.3,0,0,5.4,1014.8,,11.2
82,120750,9,춘천,20.3,0,0,5.8,1010.6,,9.7
83,141900,9,춘천,20.8,0,0,4.9,1009.9,,8.1
84,174100,9,춘천,20.4,0,0,3.8,1012.9,,8.2
85,154800,9,춘천,20.9,0,0,4.4,1012.9,,9.7
86,148850,9,춘천,20.4,0,0,3.5,1009,,3.4
87,130100,9,춘천,21.6,0,0,6.2,1005.5,,9.9
88,167150,9,춘천,21,0,0,4.6,1005.4,,10.7
93,152350,9,춘천,19.2,0,0,5.8,1016.2,,3.6
94,130350,10,춘천,15.8,29.9,0,11.7,993.6,,0
95,150200,10,춘천,15.4,0,0,9.5,1010.1,,8.6
96,146950,10,춘천,18.6,0,0,9.2,1014,,7.6
97,199050,10,춘천,14.2,0,0,3.5,1024,,8.6
98,152000,10,춘천,15.5,0,0,4,1020.3,,10.6
99,164150,10,춘천,15.9,0,0,4.3,1018.5,,7.4
100,121650,10,춘천,17,0,0,3,1015.4,,5
101,172250,10,춘천,17.9,0,0,6.6,1008.9,,6.9
102,154050,10,춘천,15.5,2.1,0,9.2,1008.3,,10.5
103,168800,10,춘천,11.3,7.9,0,5.7,1007.9,,2.1
104,240450,10,춘천,9.4,1.5,0,6.8,1010.5,,1.4
105,131400,10,춘천,11,0,0,8.9,1015.2,,8.5
106,108350,10,춘천,11.9,0,0,7.1,1017.7,,10.1
107,137850,10,춘천,15.4,0,0,3.7,1018.9,,8.1
108,123150,10,춘천,15,0,0,3.1,1017.6,,7.8
109,117300,10,춘천,15.5,0,0,2.5,1017.4,,9.4
110,134100,10,춘천,15.7,0,0,4.8,1018.3,,8.4
111,175100,10,춘천,15.2,0,0,3.8,1018.1,,6.8
112,134250,10,춘천,16.1,0,0,4.9,1014.6,,6
113,130600,10,춘천,16.7,0,0,3.5,1014.8,,8.9
114,120050,10,춘천,16.3,0,0,4.9,1017.1,,5.4
115,168550,10,춘천,16.2,0,0,7,1020.2,,0.1
116,141900,10,춘천,15.3,0,0,3.4,1017.1,,0.9
117,134050,10,춘천,15.8,3.5,0,4.7,1015.5,,7.3
118,182800,10,춘천,13.1,0,0,3.8,1022.6,,9.3
119,163650,10,춘천,12.5,0.4,0,2.8,1013.4,,1.7
120,100300,10,춘천,12.7,15.3,0,10.8,1007.8,,5
121,151300,10,춘천,8.8,0,0,9.4,1016.5,,9.5
122,149200,10,춘천,6.6,0.4,0,9.5,1019.8,,8.1
123,112050,10,춘천,4.3,0,0,6.9,1023.9,,9.4
124,141000,10,춘천,3.7,0,0,5.3,1027.8,,9.4
125,208350,11,춘천,4.8,0,0,3.9,1023.4,,4.7
126,163100,11,춘천,8.3,0,0,7.1,1021,,6.1
127,185350,11,춘천,7.6,0,0,2.6,1025.9,,5.7
128,152350,11,춘천,7.7,0,0,3.4,1026.9,,4.6
129,175650,11,춘천,10.2,0,0,5.7,1023.3,,6.3
130,115600,11,춘천,10.7,4.3,0,9.9,1027.2,,4.6
131,156450,11,춘천,10.3,20.4,0,7,1020.9,,0
132,240550,11,춘천,11.2,17.1,0,6.8,1017.2,,0
133,175200,11,춘천,11.4,8.9,0,4.9,1016,,0.2
134,190850,11,춘천,11.4,0.1,0,4.8,1020.6,,6.8
135,168800,11,춘천,10.5,0,0,6.8,1027,,6.7
136,167100,11,춘천,11.5,0,0,5.1,1029.1,,3.2
137,108000,11,춘천,10.7,28,0,5.3,1016.7,,0
138,182000,11,춘천,12.6,13.7,0,3.3,1013.2,,0
139,267250,11,춘천,13.2,0,0,6,1017.2,,2.5
140,200200,11,춘천,10.7,10,0,4.3,1016.2,,0
141,204000,11,춘천,13.6,0,0,7.3,1016.3,,6.7
142,148550,11,춘천,10.4,4.4,0,9.5,1021.2,,0
143,179400,11,춘천,8.2,0.2,0,5.4,1022.2,,0
144,194150,11,춘천,9.7,0,0,5.8,1022.5,,2.6
145,196250,11,춘천,7.9,0,0,5.6,1025.2,,7.1
146,198300,11,춘천,8.6,4.5,0,8.1,1027.4,,2.9
147,180300,11,춘천,7.9,11.7,0,5.8,1024.3,,0
148,192300,11,춘천,6.1,0.4,0,7.9,1024.9,,0
149,115150,11,춘천,3.1,12.7,0,5.6,1015.7,,0
150,128100,11,춘천,-1.2,0,0,7.8,1013.9,,2.6
151,165150,11,춘천,-2.5,0,0,7.4,1019,,8.2
152,180150,11,춘천,-0.6,0,0,3.2,1029,,1.6
153,203850,11,춘천,0.4,5.5,0.5,1.7,1023.9,,0
154,186600,11,춘천,3.2,0.2,0,4.8,1023,,7
155,158200,12,춘천,1.1,0,0,2.6,1024,,5.8
156,77250,12,춘천,3.2,13.3,0,9.5,1011.5,,0
157,134100,12,춘천,0.5,0.3,0,10.9,1009,,1.2
158,142000,12,춘천,0.4,0,0,11.4,1016.8,,8
159,165250,12,춘천,2.9,0,0,7.8,1022,,7
160,221850,12,춘천,-0.1,0,0,2.3,1027.8,,6.8
161,142000,12,춘천,0.2,0,0,3.3,1029.2,,5.7
162,116000,12,춘천,1.4,0,0,3.6,1031.4,,7.3
163,122900,12,춘천,0.5,0,0,2,1028.3,,6
164,146200,12,춘천,3.8,0.2,0,3.3,1013.8,,0
165,115800,12,춘천,5.9,0,0,10.2,1013.1,,6.3
166,136550,12,춘천,0.9,0,0,2.7,1023.6,,8
167,172100,12,춘천,1.6,0,0,3.2,1022.9,,7.9
168,165300,12,춘천,2.5,3.1,0,2.9,1019.5,,0
169,114850,12,춘천,5.2,0,0,7.5,1016.6,,2.2
170,136250,12,춘천,0.3,0,0,8.3,1015.7,,8
171,115300,12,춘천,-4.9,0,0,6.8,1022,,8
172,107950,12,춘천,-6,0,0,2.3,1031.7,,1.6
173,139750,12,춘천,-2.2,0,0,3.3,1034.8,,4.1
174,195500,12,춘천,-2.9,0,0,3.9,1027.6,,1.4
175,142800,12,춘천,-0.2,1.3,2,1.8,1025.3,,0
176,101900,12,춘천,1.9,0,0,4.8,1027.2,,6.9
177,129850,12,춘천,2.7,1.8,0,2.8,1021.4,,1.8
178,107600,12,춘천,1.8,0,0,3.8,1018.9,,1.7
179,124300,12,춘천,-1.3,0,0,8.3,1019,,7.9
180,164800,12,춘천,1,0.8,0,9.3,1017.7,,2.1
181,171850,12,춘천,-4.1,0,0,6.5,1025.1,,7.9
182,106950,12,춘천,-7.4,0,0,6.3,1031.2,,8
183,122750,12,춘천,-6.9,0,0,4.3,1032.2,,7.8
184,119200,12,춘천,-2.6,1.5,3,3.9,1027.1,,5.1
185,155600,12,춘천,0.3,0,0,5.7,1027.3,,2.8
9415,25114450,1,파주,-8.3,0,0,9.6,1023.1,,8.5
9416,26197600,1,파주,-7.9,0,0,8.5,1024.3,,8.2
9417,25563950,1,파주,-4.8,0,0,4.9,1019,,7.8
9418,31174100,1,파주,0.8,0,0,4.3,1016.6,,2.9
9419,27911000,1,파주,0.9,0.7,0,5.2,1011.7,,3.8
9420,25099050,1,파주,-4.2,1.7,0,8.5,1011.4,,8.7
9421,25298850,1,파주,-6.8,0,0,6.1,1021.6,,8.7
9422,23954850,1,파주,-8.4,0,0,4.3,1025.4,,8.9
9423,24072550,1,파주,-5.8,0,0,5.4,1023.5,,8.7
9424,23566800,1,파주,-3.1,0,0,7.8,1020.4,,8
9425,28443900,1,파주,-1.2,0,0,8,1018.8,,8.6
9426,26452200,1,파주,-5.8,0,0,5.3,1030.4,,9
9427,25554300,1,파주,-4.1,0,0,5,1032,,4.3
9428,25521450,1,파주,-0.2,0,0,5.9,1023.6,,0.9
9429,24745300,1,파주,0.6,0,0,5.2,1021,,6.9
9430,24105150,1,파주,-1,0,0,8.9,1017.7,,0.8
9431,23384950,1,파주,-5.5,0,0,8.7,1022.6,,9.3
9432,28071300,1,파주,-3.4,8,0,7.8,1015.3,,2.2
9433,28300800,1,파주,-1.9,0,0,9.8,1016,,8.9
9434,26180500,1,파주,-4.8,0,0,5,1026.8,,7.2
9435,25681450,1,파주,-0.1,0,0,7.3,1020,,1.9
9436,25525450,1,파주,1.3,0,0,6.4,1018.6,,7
9437,23883900,1,파주,-1.1,0,0,6.3,1021.2,,9.1
9438,24897050,1,파주,0.3,0,0,4.3,1023.8,,7.9
9439,27187650,1,파주,0.7,10.1,0,6.4,1020.8,,0
9440,30737450,1,파주,2.8,0.4,0,6.9,1018.6,,2.4
9441,25848850,1,파주,-4.4,0,0,6.8,1022.3,,9.5
9442,24178850,1,파주,-6.2,0,0,6.8,1027.9,,9.1
9443,24163250,1,파주,-4.2,0,0,5.6,1025,,0.7
9444,22534800,1,파주,-4.6,0,0,7.9,1024.5,,9.4
9445,23084200,1,파주,-7.1,0,0,5,1029.8,,9.5
9446,29908950,2,파주,-5.8,0,0,5.2,1031.8,,9.6
9447,28256400,2,파주,-3.6,0,0,4.6,1030.2,,8.6
9448,26741800,2,파주,-2.5,0,0,4.2,1026.6,,9
9449,24601300,2,파주,-2.4,0,0,4.5,1020.5,,8.8
9450,23588000,2,파주,-2.3,0,0,5.8,1022.3,,9.2
9451,23246300,2,파주,-2.1,0,0,6.3,1024.8,,9.4
9452,24270000,2,파주,-0.5,0,0,9.7,1019,,5.8
9453,25318900,2,파주,-9.9,0,0,10.5,1021.1,,9.7
9454,27109550,2,파주,-7.2,0,0,7.8,1022.6,,7.7
9455,26942250,2,파주,-2.1,0,0,9.2,1014.3,,3.6
9456,26701900,2,파주,-0.7,0,0,5.4,1011.5,,5.7
9457,23041150,2,파주,-3.3,0,0,6.9,1012.5,,9.9
9458,24334250,2,파주,-4.1,0,0,7.9,1018.8,,9.9
9459,26080950,2,파주,0.6,0,0,8.7,1019,,0.7
9460,36128050,2,파주,6.9,0,0,7,1018.4,,7.1
